title
"37 Regt. March. JMP.048, The"
"37 Regt. March,The. JMP.048"
"37 Regt. March,The. JMP.048"
"37 Regt. March,The. JMP.048"
37th Regiment
37 Years
3/8 BourrÃ©e (Antwerp)
3/8 BourrÃ©e (Antwerp)
3/8 Bourrée (Antwerp)
3/8 Bourrée (Antwerp)
3/8 Bourree (Antwerp)
3/8 Bourree (Antwerp)
3/8 Bourree (Antwerp)
3/8 Bourree (Antwerp)
3/8 Bourree (Antwerp)
3/8 Bourree (Antwerp)
3/8 Bourree (Antwerp)
3/8 Bourree (Antwerp)
3/8 Bourree (Antwerp)
38. QUADRILLE
39. WHAT THE DEVIL AILS YOU
39. What the Devil Ails You? [2]
3a. Dilligaf's Fancy
3. Allemaingne
3 AM In Edradour
3 Antonia-Polka  CF  (pk06952)
3  Aus der Jugendzeit. Schottisch  FCBb  (st07121)  ABACDC
3 Blumen-Walzer  CGF  (wz07794)
3  Der Falke (Galopp)  FCBb (gL06727) ABCAD
3 Die ersten Blumen. Walzer  FBb (wz06791)
3 Die Freuden des Tanzens. Schottisch  CF ( st07014)
3 Die Frühlingsblume (Polka)  GDC (pk06733)  ABAC
3 Eine Liebesrose (Walzer)  BbEb  (wz06766)
3 Elfen-Walzer CG (wz07251) ABCDED
3  E luschtige Posimänter. Walzer  C  (wz07878)
3. Gaillarde
3 Galopp  C (gL07839)
3 Ganz nach der Wahl. Walzer  CF  (wz07021)  ABACA
3 Gätterli-Polka  CF (pk07886)
3 Goldner-Mund-Walzer  CG (wz06841)
3 Gruss ans Liebchen (Polka)  FBb (pk06788)
3 Hoch dem Gerstensaft (Walzer)  FBb (wz07098)
3 Holzaktion-Polka  CF (pk06810)
3 Im Alttale. Rheinländer  CF (RL07793) ABCD
3  Jodler-Marsch  FBbEb (mr07661)
3 Kreuzpolka  CFBb  (kp06955)  ABAC
3. Mazurka
3 Mazurka  CF (mz06658)
3 Mazurka  CG (mz06824)
3 Mazurka  GC (mz07821)
3 Mazurka GDC (mz07245)
3 Polka  CF (pk07870)
3 Polka  CGF (pk07830)
3 Polka  CG (pk07004)
3 Polka GC (pk07279)
3 Polka  GD (pk07061)  ABCA
3rd A TS.107
3rd Birthday Reel
3. Ronde
3. Ronde
3. Ronde
3. Ronde
3. Ronde
3 Rosalien-Walzer  C (wz06829)
3 Rosine-Polka  GC  (pk07612)
3  Schottisch  BbF ( st06994)
3 Schottisch  CF (st06769)  ABAC
3  Schottisch  CF (st07818)
3 Schottisch CGF (st07268)  ABAC
3 Schottisch  CG  (st06843)
3 Schottisch  FBb  (st07627)
3 Schottisch  GC ( st07044)
3 Schweden-Marsch  FBb (mr06692)
3. SCITUATE REEL
3 Selma-Walzer  GC  (wz07038)  ABCD
3. STRATHSPEY
3. THE DUCHESS OF ATHOLE'S STRATHSPEY
3. THE ROCKY MOUNTAIN HORNPIPE
3 Venediger Schottisch  G (st07887)
3 Waldmeister-Polka  GC (pk07039)  ABCA
3 Walzer  BbEb  (wz06677)  ABAC
3 Walzer BbEb (wz06943)
3  Walzer.  CF  (wz07119)
3 Walzer C (wz07566) ABAC
3 Walzer  F (wz07837)
3 Zigeuner-Walzer  BbEb  (wz07775)
3 Zum Anfang. Alpufzug (Walzer)  FC (wz06807)
40 pound float
40. SCHOTTISCHE
40 Year
40 Year
40 Year
40 years together
40 years together
41. QUADRILLE
42 Beech Avenue
The £42 cheque
42d Highland Regiment -- Strathspey
"42nd Farewell. JBut.842, The"
42nd Highlanders Farewell
42nd Highlanders Farewell
The 42nd Highlander's Farewell
"42nd Highlander's Farewell, The"
The 42nd Highland Regiment
42nd Highland Regiment
"42nd Reg't Welcome Home Again. RH.361, The"
"42nd Reg't Welcome Home Again,The. RH.361"
"42 Pound Check, The"
The 42 Pound Cheque
The 42 Pound Cheque
42 Pound Cheque
"42 Pound Cheque, The"
"42 Regmt Farewell. The,(etc)"
"42 Regmt Farewell.The,(etc). JMP.067"
"42 Regmt Farewell.The,(etc). JMP.067"
"42 Regmt Farewell.The,(etc). JMP.067"
42 Regt. Quick March. JMP.027
42 Regt. Quick March. JMP.027
42 Regt. Quick March. JMP.027
"42. STOP TUNE, or TAKE OFF YOUR HAT TO THE LADIES"
43. MUDDY WATER
43rd Regement’s [sic] Quick Step
43. SUE'S NO. 2 (32 bar jigs)
44. OLD MARCH
45. SWALLOW TAIL
45. THE SLIDE SCHOTTISCHE
45. THE SLIDE SCHOTTISCHE (32 bar hornpipes)
468. Boolavogue
46. BOBBY SHAFTOE (32 bar reels)
46. QUADRILLE
47. QUADRILLE
48 Bardes
48 bar Jigs 2 - Paddy Careyâ€™s
48. THE RED BRICK HOUSE IN GEORGIA TOWN
49. CAROLAN'S WALTZES
49. Perfect Cure
49. REEL
4. Allemaingne
4  Allschwyler Jubiläumsmarsch 1905 (Marsch)  FBb (mr06725)
4a. Stanley Steamer
4  Berteli-Galopp  BbEb (gL06768)
4b. Fancy Footwork
4 Der Gemütliche. Schottisch  CF ( st07011)
4 Der Verliebte (Polka)  FCBb  (pk06961)
4 Der Verzwickte (Schottisch)  CG  (st0680)  ABACD
4  Die Freuden des Tanzens. Schottisch  CFBb  (st07137)
4. EIGHT BELLS -- Hornpipe
4. Gaillarde
4 Galopp  FBb  (gL08145)
4 Hau Wyde ab. Schottisch  C  (st07877)
4 Helena-Polka  FCBb (pk06817)  ABAC
4 Im Grase (Polka)  BbEb (pk06737)
4 Jägerin-Polka  F (pk06808)
4. JENNY'S BAWBEE -- Reel
4. JINNY IN THE LOWLANDS
4 Juliette-Walzer  FC  (wz07015)  ABC
4 Kleine Blumen. Walzer  CGF  (wz07041) ABAC
4 Kreuzpolka.  FBb (kp07043) ABC
4 Magdner-Schottisch  FBb (st06703)  ABAC
4 Mahlewalzer  C (wz06813)
4 Maiblüemli-Walzer  FBb (wz07084)
4  Matle ass gern Paprika. Walzer  C  (wz07871)
4 Mazurka  CF (mz07049)
4 Mazurka  FBb (mz07825)  ABCA
4 Mazurka  FCBb (mz07659)
4 Mazurka  F (mz06654)
4 Mazurka GC (mz07250)
4 Minutes 33 Seconds
4 Minutes 33 Seconds
4 Polka  FCBb (pk07051)  ABAC
4. Polka for Finales
4 Polka  F (pk07850)
4 Polka GC (pk07235)
4. Ronde
4 Rosa-Walzer  CGF  (wz07029)  ABACA
4 Rosa-Walzer FBb (wz07580)
4  Rosenstrauss-Walzer  FBbEb  (wz06767)
4  Schottisch  CGF (st07833)  ABACDC
4 Schottisch  FBb ( st07047)
4 Schottisch GD (st07276)
4 Schritt-Polka A (tinwhistle in D)
4 Schritt-Polka A (tinwhistle in D) solo
4 Schritt-Polka  C
4 Schritt-Polka  C (5letras transposed)
4 Schritt-Polka  C (pk00929a)
4 Schritt-Polka  F (5letras transposed)
4 Schritt-Polka  F 7-
4 Schritt-Polka  G 5-
4 Schritt-Polka  G (5letras transposed)
4 Steirer (1.)
4 Steirer (2.)
4 Steirer (3.)
4 Steirer (4.)
4th Dragoon's March. HS.01
4th Dragoons March. JMT.077
4th Dragoons March. JMT077
4th Dragoons March. JMT.077
4. THE WIND THAT SHAKES THE BARLEY -- Reel
4. THE WIND THAT SHAKES THE BARLEY — Reel
4 Übermut-Walzer  FC (wz06838)  ABAC
4 Verlobungs-Polka  FCBb  (pk07617)
4 Walzer  CF  (wz06685)
"4 Walzer, nach Kress  GC (wz06827)"
The 4-Wheeler Reel
4 Wiege-Walzer  GC (wz06844)
"500. Woman of the House, The"
501. Toss the Feathers 3
502. Sailor on the Rock
"""509"
50. MAURICE MANLEY'S POLKA
50. QUADRILLE AND HORNPIPE
50th Psalm. WHG.072
50th Psalm. WHG.074
51. FOUR MEN POLKAS
51. QUADRILLE
The 51st Highland Division
52 Maispracher Walzer CF (wz07596)
52. Polka
52. THE DRUNKEN HICCOUGHS
5
53. QUADRILLE
54. THE FLOWERS OF EDINBURGH
55. HIGH LEVEL (HORNPIPE)
56. THE LOP-EARED MULE
56. THE LOP-EARED MULE
57. CLOUD'S REEL
58. THE SNOUTS AND EARS OF AMERICA
59. POULTRY
59. QUADRILLE
5a. Falling Off A Log
5. Allemaingne
5b. Road to the Duck
5 Der Liebling (Polka)  GDC  (pk07629)
5  Erinnerung an Magden. Marsch  BbEb (mr07583)
5. Gaillarde
5  Galopp GC (gL07242)  ABCDC
5 In A Line
5 Kilbi-Polka  BbFEb  (pk08067)  ABAC
5 Maien-Polka  FBb (pk06818)  ABCDC
5 Mazurka  CF (mz07841) ABCAB
5 Mazurka CG (mz07263)  ABAC
5 Mazurka  FBb (mz06684)  ABAC
5 Mazurka  FBb (mz07053)
5. MR. MORAL OF ABERCARNEY'S STRATHSPEY
5 Polka CF (pk07244)
5 Polka  FBb (pk06659)
5. REEL
5. Ronde
5. Ronde
5. Ronde
5. Ronde
5. Ronde
5 Rosen ohne Dornen (Mazurka)  FCBb (mz07671)  ABACD
"5. SAIL IN, BOYS -- Hornpipe"
5 Schneeglöcklein-Schottisch DAG (st07280)  ABACD
5 Schottisch CFBb (st07564)
5. THE NORTH BRIDGE -- Strathspey
5th Horseman Of The Apocalypse
5th Horseman Of The Apocalypse
5th Royal Dragoons Slow March. JMP.079
5th Royal Dragoons Slow March. JMP.079
5th Royal Dragoons Slow March. JMP.079
5th Royal Dragoons Slow March. JMP.079
5 time waltz
5 time waltz
5 Time Waltz
5 time waltz
5-time Waltz (1)
5 Vergissmeinnicht-Schottisch  CF  (st06787)  ABAC
5 Verliebten-Polka  FC (pk06837)
60. NIC'S RUSSIAN TUNE
60. SCHOTTISCHE
"""615"" polska efter Gunnar Orre"
"""615"" polska efter Gunnar Orre"
"""615"" polska efter Gunnar Orre"
"""615"" polska efter Gunnar Orre"
61. QUADRILLE
62. MAGGOTS IN THE SHEEP HIDE
63. MAGGOTS IN THE SHEEP HIDE
64. MAGGOTS IN THE SHEEP HIDE
65. QUADRILLE
66. OVER THE STUMP AND BACK AGAIN
67. DANCE TUNE
6/8 André à Toto
6/8 Bourassa
68. DANCE TUNE
6/8 De Rapídes
6-8 Du Petit Sarny
69. THE BLACKSMITH
69th Street [in E]
69th Street Polka
69th Street Polka
6. Allemaingne
6. BOB CHADDUCK'S JIG
6b. Robin's Nest
6 Froher Sinn-(Polka)  FCBb (pk06786)  ABACD
6. Gaillarde
6  Galopp FC (gL07256)
6 Heiteres Lagerleben (Polka)  FBb (pk06669)  ABCDC
6. Lament for Malcolm
6 Madeleina-Mazurka  CG (mz07677)
6 Mazurka  CF (mz07883)
6 Mazurka  CGF  (mz06948)  ABAC
6 Mazurka  GD (mz07062)
6 Mülhuser Schottisch  F  (st06800)  ABAC
6. O DEAR MOTHER MY TOES ARE SORE
6 Polka  CF (pk06845)
6 Polka GC 5- (pk07244)
6. Ronde
6 Rose (Mazurka)  FBbEb (mz06703)
6 Rössli-Schottisch FC (st07568)
6 Schön Schäferin. Marsch  CF (mr07278)
6 Schottisch  CGF  (st06942)  ABAC
6. SLEEPY MAGGIE -- Reel
6 Soldaten-Polka  FBb  (pk07781)
6. THE COUNTESS OF SUTHERLAND'S REEL
"70. THE COTTAGE BY THE SEA, or THE RED HEADED GIRL"
71. JOHNNY GET YOUR HAIR CUT
71st Highlander's Quick Step
72. FAREWELL TO WHISKEY
The 72nd Highlanders' Farewell To Aberdeen
The 72nd Highlanders' Farewell To Aberdeen
The 72nd Highlanders' Farewell To Aberdeen
The 72nd Highlanders' Farewell To Aberdeen
The 72nd Highlanders' Farewell To Aberdeen
The 72nd Highlanders' Farewell To Aberdeen
the 72nd Highlanders' Farewell to Aberdeen
the 72nd Highlanders' Farewell to Aberdeen
The 72nd Highlanders' Farewell to Edinburgh
"72nd Highlander's Farewell to Punna, The"
the 72nd's Farewell to Aberdeen
the 72nd's Farewell to Aberdeen
72nd's Farewell to Aberdeen
72nd's Farewell To Aberdeen
73. D'ye Ken John Peel?
73. MACDONAHUE'S HORNPIPE
"73rd Regiment's March, The"
74. Charlie's Set
74. DOWN YONDER
74th Farewell to Edinburgh
74th Highlander's March
74th Highlanders' Quickstep
the 74th Highlanders Quickstep
The 74th Highlanders Quickstep
the 74th Highlanders Quickstep
75. HOG EYE AN' A 'TATER
76. FINE TIMES AT OUR HOUSE
76. FINE TIMES AT OUR HOUSE
77. QUADRILLE
78. QUADRILLE
78th Highlander's Farewell To Fort George
78th Highlander's March
"78th's Farewell to Belgaum, The"
79. REEL
79th Highlander's March
"79th's Farewell to Gibraltar, The"
"79th's Farewell to Gibraltar, The"
"79th's Farewell to Gibraltar, The"
79th's Farewell To Gibralter
79th's Farewell To Gibralter
7. Allemaingne
7  Alti Musig (Marsch)  CF (mr08073)
7 Amoretten-Polka  BbFEb  (pk07786) ABAC
7 Frohsinn-Polka GD (pk07249)
7. Gaillarde
7  Galopp  FBb ( gL06998)
7 Hold-Röschen-Polka  F (pk06798)
7. I'LL DANCE A JIG AND I'LL DANCE NO MORE
7 Jetz gang i ans Brünneli. Mazurka  CG (mz07071) ABCA
7 Mazurka  CF  (mz06958)  ABAC
7 Mazurka  GC (mz06738)
7 Nachtschatten-Mazurka  CGF (mz06790)
7 Pipälipolka  FBb (pk07658)
7 Polka  BbF (pk07085)
7 Polka  FCBb (pk06752)
7. Ronde
7. Ronde
7 Schottisch  CF  (st06793)
7 Schottisch CF (st07590)
7 Schottisch  FCBb  (st06956)  ABAC
The 7th Regiment
7th Regiment
7th Regiment -- Reel
81. REEL
81st Ps or 24. WHG.061
81st Ps or 24. WHG.063
82. REEL
83. REEL
84. ROSEMONT QUADRILLE
85. GUILDEROY
86. BONAPARTE'S RETREAT
87. BONAPARTE'S RETREAT
88A. NAPOLEON CROSSING THE RHINE
88B. BLACKBIRD
89. BONAPARTE CROSSING THE ALPS
8. Allemaingne
8A. THE CUCKOO'S NEST
8B. THE CUCKOO'S NEST
8 Der kleine Trompeter (Schottisch)  FBb  (st06960)  ABAC
8. Gaillarde
8  Galopp  CF (gL06997)
8 Heroldstrompeter. Polka  BbFEb  (pk07797) ABACD
8 Ich liebe dich (Mazurka)  FBb  (07625)
8 Lörracher Marsch  CF  (mr07783)
8 Mazurka  CF (mz07071)
8 Mazurka FBb (mz07577)
8 Oesterreicher Polka  CF (pk07555)
8 Polka CF (pk07262)
8 Polka  CF (pk07663)
8 Reigoldswiler Schottisch  CF  (st06806)
8. Ronde
8 Rosenknospen-Polka  FCBb (pk07082)  ABACD
8 Schottisch FBb (st07593)
8 Still vergnügt  (Mazurka)  FCBb (mz07083)  ABACD
The 8th of December. a Strathspey.
8-time Waltz
8x24J
90. RANAHAN'S MARCH
91. MARCH TUNE (THE SECOND PART OF RANAHAN'S MARCH)
91. MARCH TUNE (THE SECOND PART OF RANAHAN'S MARCH)
91 Psalm Martins Lane. WHG.075
91 Psalm Martins Lane. WHG.077
The 91st At Modder River March
The 91st At Modder River March
The 91st At Modder River March
"91st At Modder River, The"
92. FORTY MILES
the 92nd
"92nd Gordon Highlanders' March, The"
The 92nd Highlanders
"92nd, The / Marquis of Huntly's Highlanders, The"
93 Not Out
93 Not Out
93rd Highlanders' Welcome to Glasgow
93rd's Farewell to Gibraltar
93rds FAREWELL TO GIBRALTER
93rd's Farewell to Gibralter
